_TRI_FACILITY_EZ.TRI_FACILITY_ID,V_TRI_FACILITY_EZ.FACILITY_NAME,V_TRI_FACILITY_EZ.STREET_ADDRESS,V_TRI_FACILITY_EZ.CITY_NAME,V_TRI_FACILITY_EZ.COUNTY_NAME,V_TRI_FACILITY_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_FACILITY_EZ.STATE_ABBR,V_TRI_FACILITY_EZ.ZIP_CODE,V_TRI_FACILITY_EZ.REGION,V_TRI_FACILITY_EZ.FAC_CLOSED_IND,V_TRI_FACILITY_EZ.MAIL_NAME,V_TRI_FACILITY_EZ.MAIL_STREET_ADDRESS,V_TRI_FACILITY_EZ.MAIL_CITY,V_TRI_FACILITY_EZ.MAIL_STATE_ABBR,V_TRI_FACILITY_EZ.MAIL_COUNTRY,V_TRI_FACILITY_EZ.MAIL_ZIP_CODE,V_TRI_FACILITY_EZ.ASGN_AGENCY,V_TRI_FACILITY_EZ.ASGN_FEDERAL_IND,V_TRI_FACILITY_EZ.PARENT_CO_DB_NUM,V_TRI_FACILITY_EZ.PARENT_CO_NAME,V_TRI_FACILITY_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FACILITY_EZ.ASGN_PARTIAL_IND,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FACILITY_EZ.REGISTRY_ID,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE_EXT,V_TRI_FACILITY_EZ.LATITUDE,V_TRI_FACILITY_EZ.LONGITUDE,V_TRI_FACILITY_EZ.REF_POINT_DESC,V_TRI_FACILITY_EZ.REF_POINT_CODE,V_TRI_FACILITY_EZ.COLLECT_DESC,V_TRI_FACILITY_EZ.COLLECT_MTH_CODE,V_TRI_FACILITY_EZ.ACCURACY_VALUE,V_TRI_FACILITY_EZ.ACCURACY_SCORE,V_TRI_FACILITY_EZ.HDATUM_DESC,V_TRI_FACILITY_EZ.SCALE,V_TRI_FACILITY_EZ.SOURCE_DESC,V_TRI_FACILITY_EZ.SOURCE_CODE,V_TRI_FACILITY_EZ.CONVEYOR,V_TRI_FACILITY_EZ.BIA_CODE,V_TRI_FACILITY_EZ.TRIBE
60618CHCGD3310N,CHICAGO DECAL CO,3310 N ELSTON AVE,CHICAGO,COOK,17031,IL,60618,5,0,CHICAGO DECAL CO,3310 N ELSTON AVE,CHICAGO,IL,,60618,,C,5424775,CHICAGO FREIGHT CAR LEASING CO,,0,JOHN M. GENUALDI,3124632122,,1.10002E+11,,41.9417,-87.70164,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60632WLDRF4200S,ROCK-TENN CO,4200 S PULASKI RD,CHICAGO,COOK,17031,IL,606323416,5,0,ROCK-TENN CO,4200 S PULASKI RD,CHICAGO,IL,,60632-3416,,C,3289725,ROCK-TENN CO,,0,DAVID LUEPKE,7738472500,,1.1E+11,,41.81692,-87.72391,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60619LTLTB7721S,LEITELT BROTHERS INC,7721 S CHICAGO AVE,CHICAGO,COOK,17031,IL,60619,5,0,LEITELT BROTHERS INC,7721 S CHICAGO AVE,CHICAGO,IL,,60619,,C,NA,No US Parent,,0,,,,1.1E+11,,41.754328,-87.588931,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60608LSTMR2448W,ELASTOMER PROCESSING GROUP - C HICAGO,2448 W 24TH ST,CHICAGO,COOK,17031,IL,60608,5,0,ELASTOMER PROCESSING GROUP - C HICAGO,2448 W 24TH ST,CHICAGO,IL,,60608,,C,64398712,ROTATION DYNAMICS CORP INC,ROTATION DYNAMICS CORP INC,0,KEVIN WESOLOWSKI,7732544039,KWESOLOWSKI@ROTADYNE.COM,1.1E+11,,41.84872,-87.68716,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60651DRBRN4421W,DEARBORN/BELDEN CDT CO (DBA KERRIGANLLEWIS WIRE PRODICTS INC,4421 W RICE ST,CHICAGO,COOK,17031,IL,60651,5,0,DEARBORN/BELDEN CDT CO (DBA KERRIGANLLEWIS WIRE PRODICTS INC,4421 W RICE ST,CHICAGO,IL,,60651,,C,9178666,BELDEN INC,BELDEN INC,0,CAROL KARNER,7737727208,CKARNER@ALPHAWIRE.COM,1.10001E+11,,41.89611,-87.73686,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60638CPPRW7401S,COPPERWELD BEDFORD PARK,7401 S LINDER AVE,CHICAGO,COOK,17031,IL,60638,5,0,COPPERWELD BEDFORD PARK,7401 S LINDER AVE,CHICAGO,IL,,60638,,C,NA,No US Parent,,0,GEORGE GERMEK,7736467881,,1.1E+11,,41.758925,-87.75862,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60622SPMTL1720E,SIPI METALS CORP,1720 ELSTON AVENUE,CHICAGO,COOK,17031,IL,60642,5,0,SIPI METALS CORP,1720 ELSTON AVENUE,CHICAGO,IL,,60642,,C,,No US Parent,NA,0,MEREDITH KONOPINSKI,7732760070,MKONOPINSKI@SIPI-METALS.COM,1.1E+11,,41.91355,-87.66466,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60622PRRMT835NP,PRAIRIE MATERIAL SALES INC YARD #32,835 N PEORIA ST,CHICAGO,COOK,17031,IL,60622,5,0,PRAIRIE MATERIAL SALES INC. YARD #32,7601 W 79TH ST,BRIDGEVIEW,IL,,60455,,C,NA,PRAIRIE MATERIAL SALES INC,,0,GERRY KROZEL,7084580400,,1.10002E+11,,41.897575,-87.649033,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,5,5,NAD83,1000,,17,EIS,,
6066WVCNPRIRVIN,VCNA PRAIRIE LLC - O'HARE PORTABLE 4R45,IRVING PARK RD & TAFT AVE,CHICAGO,COOK,17031,IL,60666,5,0,VCNA PRAIRIE LLC - O'HARE PORTABLE 4R45,7601 W. 79TH STREET,BRIDGEVIEW,IL,,60455,,C,25697343,VCNA PRAIRIE LLC,VCNA PRAIRIE LLC,0,MITCHELL K. MARIOTTI,7084580400,MITCH.MARIOTTI@VCIMENTOS.COM,1.10064E+11,,41.95437,-87.913858,CENTER OF FACILITY,25,,,,99999999,NAD83,,,,EPA_SLT,,
60614CHMCL1735W,CHEMICAL SYSTEMS INC,1735 WEST FULLERTON AVE,CHICAGO,COOK,17031,IL,606141994,5,0,CHEMICAL SYSTEMS INC,1735 WEST FULLERTON AVE,CHICAGO,IL,,60614-1994,,C,NA,No US Parent,,0,KENNETH E GOZE,3122486767,,1.10002E+11,,41.925105,-87.671267,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60610WTRSV701WE,WATER SAVER FAUCET CO,701 W ERIE ST,CHICAGO,COOK,17031,IL,60654,5,0,WATER SAVER FAUCET CO,701 W ERIE ST,CHICAGO,IL,,60654,,C,,No US Parent,NA,0,KEVIN O' CONNOR,3124478179,KOCONNOR@WSFLAB.COM,1.10006E+11,,41.89338,-87.64637,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60639KCHSW1949N,EKCO HOUSEWARES INC,1949 N CICERO AVE,CHICAGO,COOK,17031,IL,60639,5,0,EKCO HOUSEWARES INC,1949 N CICERO AVE,CHICAGO,IL,,60639,,C,44688901,EKCO GROUP INC,,0,WILLIAM HISCOTT,7086878600,,1.10018E+11,,41.915989,-87.746049,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60608YTSMN1615W,REMET CORP,1615 W 15TH ST,CHICAGO,COOK,17031,IL,60608,5,0,REMET CORP,300 N ELIZABETH SUITE 210,CHICAGO,IL,,60607,,C,59384792,REMET CORP,,0,SAM DEGREGORIO,3157978700,,1.1E+11,,41.861174,-87.667818,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60623BLLCT2001S,ABLE ELECTROPOLISHING CO INC,2001 S KILBOURN AVE,CHICAGO,COOK,17031,IL,60623,5,0,ABLE ELECTROPOLISHING CO INC,2001 S KILBOURN AVE,CHICAGO,IL,,60623,,C,,No US Parent,NA,0,DON ESSER,7732771600,DONE@ABLEELECTROPOLISHING.COM,1.1E+11,,41.85393,-87.73643,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60609GRFFT1437W,GRIFFITH LABORATORIES USA INC.,1437 W 37TH ST,CHICAGO,COOK,17031,IL,606092194,5,0,GRIFFITH LABORATORIES USA INC.,12200 S CENTRAL AVE,ALSIP,IL,,608033408,,C,5105788,GRIFFITH LABORATORIES USA INC,,0,KHALID AKEL,7734463481,,1.1E+11,,41.826548,-87.661784,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60622CRBTP927WB,CARBIT PAINT CO,927 W BLACKHAWK ST,CHICAGO,COOK,17031,IL,60642,5,0,CARBIT PAINT CO,927 W BLACKHAWK ST,CHICAGO,IL,,60642,,C,,No US Parent,NA,0,DAVID T WESTERMAN,3122802300,,1.1E+11,,41.90749,-87.65186,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60638KCHCG6600S,IKO CHICAGO INC.,6600 S CENTRAL AVE,CHICAGO,COOK,17031,IL,60638,5,0,IKO CHICAGO INC.,120 HAY RD,WILMINGTON,DE,,19809,,C,73654287,GOLDIS ENTERPRISES INC,,0,DAVID FOULKES,5132000914,DAVID.FOULKES@IKO.COM,1.10002E+11,,41.772533,-87.762854,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60639GNRLM2634N,GENERAL MACHINERY & MANUFACTURING CO,2634 N KEELER AVE,CHICAGO,COOK,17031,IL,60639,5,0,GENERAL MACHINERY & MANUFACTURING CO,2634 N KEELER AVE,CHICAGO,IL,,60639,,C,NA,No US Parent,,0,ERIK C JUNKUNC,7732353700,,1.1E+11,,41.929246,-87.732228,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60632BGCRF3900W,PACKAGING DYNAMICS INC BAGCRAFT DIV,3900 W 43RD ST,CHICAGO,COOK,17031,IL,60632,5,0,PACKAGING DYNAMICS INC BAGCRAFT DIV,3900 W 43RD ST,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,MICHAEL J. LAING,7732548000,,1.1E+11,,41.81566,-87.720989,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
6061WPRGRS355NS,PROGRESSIVE BRONZE PRODUCTS LLC,3550 N. SPAULDING AVE,CHICAGO,COOK,17031,IL,60618,5,0,PROGRESSIVE BRONZE PRODUCTS LLC,3550 N. SPAULDING AVE,CHICAGO,IL,,60618,,C,,No US Parent,NA,0,VINCE MCHUGH,7734635500,VINCE@PBRONZE.COM,1.10038E+11,,41.94624,-87.71036,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60647MRCRP23124,AAM-RO CORP,2340 W WABANSIA AVE,CHICAGO,COOK,17031,IL,60647,5,0,AAMRO CORP,3110 S 26TH AVE,BROADVIEW,IL,,60153,,C,NA,No US Parent,,0,RICHARD J CAREY,7083435543,,1.1E+11,,41.91258,-87.6866,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60650GRDNR4718R,GAC CHICAGO INC,4718 W. ROOSEVELT ROAD,CHICAGO,COOK,17031,IL,60644,5,0,GAC CHICAGO INC,PO BOX 5449,TAMPA,FL,,33675,,C,41495490,GARDNER INDUSTRIES INC,GARDNER INDUSTRIES INC,0,MICHAEL THRASHER,8132482101,MTHRASHER@GARDNER-GIBSON.COM,1.1E+11,1177,41.866787,-87.743659,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60609JSLYN969W3,JOSLYN MANUFACTURING CO,969 W 37TH PL,CHICAGO,COOK,17031,IL,60609,5,0,JOSLYN MANUFACTURING CO,969 W 37TH PL,CHICAGO,IL,,60609,,C,5162771,DANAHER CORP,,0,EDWARD SKIBA,7739271420,,1.10001E+11,,41.826521,-87.649977,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60650PHLLM5700W,PHEOLL MANUFACTURING CO,5700 W ROOSEVELT RD,CHICAGO,COOK,17031,IL,60650,5,0,PHEOLL MANUFACTURING CO,5700 W ROOSEVELT RD,CHICAGO,IL,,60650,,C,NA,No US Parent,,0,JOHN KOUTSOGIANIS,3122610300,,1.10002E+11,,41.86557,-87.76676,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60609DVRTS381SA,ADVERTISING FLAG CO,3801 S ASHLAND AVE,CHICAGO,COOK,17031,IL,60609,5,0,ADVERTISING FLAG CO,3801 S ASHLAND AVE,CHICAGO,IL,,60609,,C,NA,No US Parent,,0,US COMPLIANCE CORP,9522523000,NA,1.10009E+11,,41.82481,-87.66533,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60651SWSSV4201W,SWISS VALLEY FARMS CO,4201 W CHICAGO AVE,CHICAGO,COOK,17031,IL,60651,5,0,SWISS VALLEY FARMS CO,4201 W CHICAGO AVE,CHICAGO,IL,,60651,,C,NA,SWISS VALLEY FARMS CO,,0,TIM MERTZ,7732655500,,1.1E+11,,41.89529,-87.73158,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60632TRLLS2959W,TRILLA STEEL DRUM CORP,2959 W 47TH ST,CHICAGO,COOK,17031,IL,60632,5,0,TRILLA STEEL DRUM CORP,2959 W 47TH ST,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,LU KRUSHELNYCKY,7738477588,,1.10002E+11,,41.807486,-87.698863,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60629KTLCD4099W,W R GRACE & CO,4099 W 71ST ST,CHICAGO,COOK,17031,IL,60629,5,0,W R GRACE & CO,4099 W 71ST ST,CHICAGO,IL,,60629,,C,612967141,W R GRACE & CO,W R GRACE & CO,0,JAMES HANSEN,7738383275,JAMES.R.HANSEN@GRACE.COM,1.1E+11,,41.763491,-87.723679,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60622VRLCK1640W,MICRODOT INC EVERLOCK CHICAGO DIV,1640 W HUBBARD ST,CHICAGO,COOK,17031,IL,60622,5,0,MICRODOT INC EVERLOCK CHICAGO DIV,1640 W HUBBARD ST,CHICAGO,IL,,60622,,C,41564352,MICRODOT INC,,0,VINCE VIRUSSO,3123438808,,1.10002E+11,,41.88987,-87.66877,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60632GRHMP4800S,GRAHAM PAINT & VARNISH CO,4800 SOUTH RICHMOND ST,CHICAGO,COOK,17031,IL,60632,5,0,GRAHAM PAINT & VARNISH CO,4800 SOUTH RICHMOND ST,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,,,,1.1E+11,,41.806206,-87.698406,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,,FRS-TRIS,,
60610WSLYJ400WE,WESLEY-JESSEN CORP,400 W SUPERIOR ST,CHICAGO,COOK,17031,IL,60610,5,0,WESLEY-JESSEN CORP.,2000 CLEARWATER DR.,DES PLAINES,IL,,60018,,C,96789532,SCHERING-PLOUGH CORP,,0,KRISTIN PARISI,7082943447,,1.10009E+11,,41.89551,-87.63947,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60638FNRGN6935W,FINE ORGANICS CORP,6935 W 62ND ST,CHICAGO,COOK,17031,IL,60638,5,1,FINE ORGANICS CORP.,205 MAIN ST.,LODI,NJ,,7644,,C,NA,No US Parent,,0,JAMES R. HIGDON,2014726800,,1.10002E+11,,41.77932,-87.79553,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60620WBCXX8400S,WABCO,8400 S STEWART AVE,CHICAGO,COOK,17031,IL,60620,5,0,WABCO,8400 S. STEWART AVE.,CHICAGO,IL,,60620,,C,,No US Parent,NA,0,SAM LAXMAN,7733266654,SLAXMAN@WABTEC.COM,1.10009E+11,,41.743,-87.63409,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,,FRS-TRIS,,
60614HMCNC1875W,HOMACO INC,1875 W FULLERTON AVE,CHICAGO,COOK,17031,IL,60614,5,0,HOMACO INC,1875 W FULLERTON AVE,CHICAGO,IL,,60614,,C,NA,No US Parent,,0,GREGORY F. HEBEL,3123845575,,1.10001E+11,,41.92505,-87.67521,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60652FRTHW7575S,SWEETHEART CUP CO INC,7575 S KOSTNER AVE,CHICAGO,COOK,17031,IL,60652,5,0,SWEETHEART CUP CO INC,7575 S KOSTNER AVE,CHICAGO,IL,,60652,,C,606895217,SWEETHEART HOLDINGS INC,,0,KARL JOHNSON,7738382525,,1.10042E+11,,41.75666,-87.73242,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
6060WVCNPR252SU,VCNA PRAIRIE INC - YARD 1147,2502 SOUTH LAFLIN STREET,CHICAGO,COOK,17031,IL,60608,5,0,VCNA PRAIRIE INC - YARD 1147,7601 W. 79TH STREET,BRIDGEVIEW,IL,,60455,,C,25697343,VCNA PRAIRIE LLC,VCNA PRAIRIE LLC,0,CHAD M. GROFF,7084580400,CHAD.GROFF@VCIMENTOS.COM,1.1006E+11,,41.845868,-87.663908,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60639CHRLS2645N,LARSON FORGINGS,2645-65 N KEELER AVE,CHICAGO,COOK,17031,IL,60639,5,0,LARSON FORGINGS,2645-65 N KEELER AVE,CHICAGO,IL,,60639,,C,,No US Parent,NA,0,SCOTT LARSON,7732893136,SCOTT@LARSONFORGE.COM,1.10021E+11,,41.929591,-87.731404,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60614FNKLS111SO,FINKL & SONS CO,111 SOUTHPORT AVE,CHICAGO,COOK,17031,IL,60614,5,0,FINKL & SONS CO,111 SOUTHPORT AVE,CHICAGO,IL,,60614,,C,NA,No US Parent,,0,DAVE WITEK,3129752522,,1.10027E+11,,41.917566,-87.663166,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-BLOCK FACE,2,600,99999999,NAD83,100000,,,FRS-TRIS,,
60622MCHNC1518W,MECHANICAL PLATING CO INC,1518 W HUBBARD ST,CHICAGO,COOK,17031,IL,606226336,5,0,MECHANICAL PLATING CO INC,1518 W HUBBARD ST,CHICAGO,IL,,60622-6336,,C,NA,No US Parent,,0,GEORGE A. WESTERBERG,3124211197,,1.10002E+11,,41.8899,-87.66627,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60609STRTR2306W,DA STUART CO,2306 W 47TH ST,CHICAGO,COOK,17031,IL,60609,5,0,D.A. STUART CO.,4580 WEAVER PKY.,WARRENVILLE,IL,,60555,,C,177652831,DA STUART CO,,0,GENE CARLINE,6303230833,,1.1E+11,,41.808793,-87.682553,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60644QLTYP323NO,QUALITY PLATING CO,323 N KILPATRICK AVE,CHICAGO,COOK,17031,IL,606442790,5,0,QUALITY PLATING CO,323 N KILPATRICK AVE,CHICAGO,IL,,60644-2790,,C,NA,No US Parent,,0,FRANCES ALEXANDER,3122617360,,1.10001E+11,,41.886104,-87.74301,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60639PLYMR1701N,POLYONE CORP,1701 N KOSTNER AVE,CHICAGO,COOK,17031,IL,60639,5,0,POLYONE CORP.,635 TOWER DR.,KENNEDALE,TX,,76060,,C,845082861,POLYONE CORP,,0,C. SAM BURGESS,8174839797,,1.1E+11,,41.91158,-87.73614,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60628KPPPR1301E,KAPPA PRODUCTS CORP,1301 E 99TH ST,CHICAGO,COOK,17031,IL,606281650,5,0,KAPPA PRODUCTS CORP,1301 E 99TH ST,CHICAGO,IL,,60628-1650,,C,NA,No US Parent,,0,PAUL STERN,3123740600,,1.10002E+11,,41.71453,-87.59205,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60618MTTHW3435N,MATTHEWS INTERNATIONAL CORP,3435 N KIMBALL AVE,CHICAGO,COOK,17031,IL,60618,5,0,MATTHEWS INTERNATIONAL CORP,3435 N KIMBALL AVE,CHICAGO,IL,,60618,,C,NA,No US Parent,,0,MARK REMLINGER,4124428200,,1.10009E+11,,41.94366,-87.7126,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60631MRCNR5810N,AMERICAN RACK CO,5810 NW HWY,CHICAGO,COOK,17031,IL,60631,5,0,AMERICAN RACK CO,5810 NW HWY,CHICAGO,IL,,60631,NA,C,NA,No US Parent,,0,KYLE FAULMAN,7737637309,,1.10018E+11,,41.986912,-87.789969,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,,FRS-TRIS,,
60639PNRPL2101N,PIONEER PLATING CO INC,2101 N CICERO AVE,CHICAGO,COOK,17031,IL,60639,5,0,PIONEER PLATING CO INC,2101 N CICERO AVE,CHICAGO,IL,,60639,,C,NA,No US Parent,,0,ROBERT ALLEY,3122376096,,1.10002E+11,,41.91893,-87.74617,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60638JFCLB6000S,JEFCO LABORATORIES INC,6000 S OAK PARK AVE,CHICAGO,COOK,17031,IL,60638,5,0,JEFCO LABORATORIES INC,6000 S OAK PARK AVE,CHICAGO,IL,,60638,,C,NA,No US Parent,,0,ROBERT. S KLONOWSKI,3125861000,,1.10002E+11,,41.783186,-87.79118,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60630RSWNS55214,ST REGIS MANUFACTURING LLC TRADING AS RS OWENS & CO,5535 N LYNCH AVE,CHICAGO,COOK,17031,IL,60630,5,0,ST REGIS MANUFACTURING LLC TRADING AS RS OWENS & CO,5535 N LYNCH AVE,CHICAGO,IL,,60630,,C,NA,ST. REGIS INTERNATIONAL INC.,ST REGIS INTERNATIONAL INC,0,ED MURAWSKI,7732826000,EMURAWSKI@RSOWENS.COM,1.10003E+11,,41.981668,-87.759809,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,5,5,NAD83,1000,,17,EIS,,
60610BLMMR600WK,BLOMMER CHOCOLATE CO,600 W KINZIE ST,CHICAGO,COOK,17031,IL,60610,5,0,BLOMMER CHOCOLATE CO,600 W KINZIE ST,CHICAGO,IL,,60610,,C,,No US Parent,NA,0,JOY REDFORD,3124921346,JREDFORD@BLOMMER.COM,1.10001E+11,,41.88941,-87.64365,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60641SDCST3315N,US DIECASTING INC,3315 N KNOX AVE,CHICAGO,COOK,17031,IL,60641,5,0,US DIECASTING INC,3315 N KNOX AVE,CHICAGO,IL,,60641,,C,NA,No US Parent,,0,BERNARD SOYA,7736852600,,1.10001E+11,,41.94123,-87.74291,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60641GDNND4150N,GO/DAN INDUSTRIES,4150 N KNOX AVE,CHICAGO,COOK,17031,IL,60641,5,0,GO/DAN INDUSTRIES,4150 N KNOX AVE,CHICAGO,IL,,60641,,C,42523316,ALLEN GROUP INC,,0,PERRY BRENINGSTALL,3122824100,,1.10002E+11,,41.95695,-87.7436,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60609JSLYN3700S,MACLEAN POWER JOSLYN,3700 S MORGAN STREET,CHICAGO,COOK,17031,IL,60609,5,0,MACLEAN POWER JOSLYN,3700 S MORGAN STREET,CHICAGO,IL,,60609,,C,5086376,MACLEAN FOGG,,0,MATTHEW R KIRCHNER,7739271420,,1.1E+11,,41.826034,-87.652052,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60617CMSTL10730,DTE CHICAGO FUELS TERMINAL,10730 SOUTH BURLEY AVENUE,CHICAGO,COOK,17031,IL,60617,5,0,DTE CHICAGO FUELS TERMINAL C/O DTE COAL SERVICES,414 S MAIN ST SUITE 600,ANN ARBOR,MI,,48104,,C,839329158,DTE ENERGY,,0,KIMBERLY J BRADFORD,7343028206,BRADFORDKJ@DTEENERGY.COM,1.1E+11,,41.696772,-87.547591,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60623CHLMN2106S,CHILO MANUFACTURING & PLATING CO,2106 S KEDZIE AVE,CHICAGO,COOK,17031,IL,606233314,5,0,CHILO MANUFACTURING & PLATING CO,2106 S KEDZIE AVE,CHICAGO,IL,,60623-3314,,C,NA,No US Parent,,0,RANDALL MARKOFF,7732770101,,1.1E+11,,41.853272,-87.705528,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
